intent,user_input,response
aftercare,Personify tattoo itching normal?,"Yes, itching is common during healing but avoid scratching."
aftercare,Is tattoo scratch normal?,"Yes, itching is common during healing but avoid scratching."
aftercare,Is tattoo rub normal?,"Yes, itching is common during healing but avoid scratching."
aftercare,Is tattoo spoil normal?,"Yes, itching is common during healing but avoid scratching."
aftercare,Be tattoo itching normal?,"Yes, itching is common during healing but avoid scratching."
aftercare,When can I swim once again after a tattoo?,Avoid swimming for about 3 weeks while the tattoo heals.
aftercare,When fundament I swim again after a tattoo?,Avoid swimming for about 3 weeks while the tattoo heals.
aftercare,When can I drown again after a tattoo?,Avoid swimming for about 3 weeks while the tattoo heals.
aftercare,When can I float once more after a tattoo?,Avoid swimming for about 3 weeks while the tattoo heals.
aftercare,When lav I swim again after a tattoo?,Avoid swimming for about 3 weeks while the tattoo heals.
aftercare,Can 1 go to the beach with a new tattoo?,Avoid sun exposure for about 3 weeks.
aftercare,Fanny I go to the beach with a new tattoo?,Avoid sun exposure for about 3 weeks.
aftercare,Rear end I hold up to the beach with a new tattoo?,Avoid sun exposure for about 3 weeks.
aftercare,Can I go to the beach with a fresh tattoo?,Avoid sun exposure for about 3 weeks.
aftercare,Pot I go to the beach with a new tattoo?,Avoid sun exposure for about 3 weeks.
aftercare,How do I know if my tattoo be heal properly?,Normal healing includes mild peeling and dryness.
aftercare,How do I know if my tattoo is heal properly?,Normal healing includes mild peeling and dryness.
aftercare,How set I know if my tattoo be healing properly?,Normal healing includes mild peeling and dryness.
aftercare,How practise I know if my tattoo embody healing properly?,Normal healing includes mild peeling and dryness.
aftercare,Crapper Ace apply a lot of lotion to my tattoo?,Only apply a thin layer of fragrance-free lotion.
aftercare,Can Single enforce a lot of lotion to my tattoo?,Only apply a thin layer of fragrance-free lotion.
aftercare,Can I apply a lot of application to my tattoo?,Only apply a thin layer of fragrance-free lotion.
aftercare,Terminate I apply a lot of application to my tattoo?,Only apply a thin layer of fragrance-free lotion.
aftercare,How thick should application embody on my tattoo?,Use only a thin layer so the tattoo can breathe.
aftercare,How buddy buddy should lotion be on my tattoo?,Use only a thin layer so the tattoo can breathe.
aftercare,How thick should lotion make up on my tattoo?,Use only a thin layer so the tattoo can breathe.
aftercare,How loggerheaded should lotion be on my tattoo?,Use only a thin layer so the tattoo can breathe.
aftercare,How thick should lotion exist on my tattoo?,Use only a thin layer so the tattoo can breathe.
aftercare,How thick should application be on my tattoo?,Use only a thin layer so the tattoo can breathe.
aftercare,What happens if I peck my tattoo?,Picking can damage the tattoo and affect healing.
aftercare,What come about if I pick my tattoo?,Picking can damage the tattoo and affect healing.
aftercare,What happens if I piece my tattoo?,Picking can damage the tattoo and affect healing.
aftercare,What happens if Ace plunk my tattoo?,Picking can damage the tattoo and affect healing.
aftercare,Is information technology normal for tattoos to flake?,"Yes, light flaking is a normal part of healing."
aftercare,Is it normal for tattoos to peel off?,"Yes, light flaking is a normal part of healing."
aftercare,Be it normal for tattoos to flake?,"Yes, light flaking is a normal part of healing."
aftercare,Is it normal for tattoo to flake?,"Yes, light flaking is a normal part of healing."
aftercare,Is it normal for tattoos to peel?,"Yes, light flaking is a normal part of healing."
aftercare,Is it normal for tattoo to peel off?,"Yes, light flaking is a normal part of healing."
aftercare,Can I hit it up my tattoo in pee?,"Avoid soaking, baths, pools, and swimming for about 3 weeks."
aftercare,Give the sack I soak my tattoo in water?,"Avoid soaking, baths, pools, and swimming for about 3 weeks."
aftercare,Can I souse my tattoo in water?,"Avoid soaking, baths, pools, and swimming for about 3 weeks."
aftercare,Can I soak my tattoo in water system?,"Avoid soaking, baths, pools, and swimming for about 3 weeks."
aftercare,Can I imbue my tattoo in water?,"Avoid soaking, baths, pools, and swimming for about 3 weeks."
aftercare,What if the tattoo look tight?,Keep it moisturized lightly with fragrance-free lotion.
aftercare,What if the tattoo tactile property tight?,Keep it moisturized lightly with fragrance-free lotion.
aftercare,What if the tattoo spirit tight?,Keep it moisturized lightly with fragrance-free lotion.
aftercare,What if the tattoo feel tight?,Keep it moisturized lightly with fragrance-free lotion.
aftercare,What if the tattoo tone tight?,Keep it moisturized lightly with fragrance-free lotion.
aftercare,What if the tattoo flavor tight?,Keep it moisturized lightly with fragrance-free lotion.
aftercare,How soon should I wash off my tattoo?,After removing the Saniderm at about 2 days.
aftercare,How soon should One wash my tattoo?,After removing the Saniderm at about 2 days.
aftercare,How soon should I moisten my tattoo?,After removing the Saniderm at about 2 days.
aftercare,How before long should Ace wash my tattoo?,After removing the Saniderm at about 2 days.
aftercare,Should I enfold my tattoo again after removing Saniderm?,"No, just keep it clean and lightly moisturized."
aftercare,Should I envelop my tattoo once again after removing Saniderm?,"No, just keep it clean and lightly moisturized."
aftercare,Should I wrap my tattoo once again after removing Saniderm?,"No, just keep it clean and lightly moisturized."
aftercare,Should I wrap my tattoo again after bump off Saniderm?,"No, just keep it clean and lightly moisturized."
aftercare,Should I wrap my tattoo again after remove Saniderm?,"No, just keep it clean and lightly moisturized."
aftercare,Should 1 wrap up my tattoo again after removing Saniderm?,"No, just keep it clean and lightly moisturized."
aftercare,Tin I catch some z's on my tattoo?,Try to avoid direct pressure on it during early healing.
aftercare,Can I kip on my tattoo?,Try to avoid direct pressure on it during early healing.
aftercare,Bum I sleep on my tattoo?,Try to avoid direct pressure on it during early healing.
aftercare,Can I log z's on my tattoo?,Try to avoid direct pressure on it during early healing.
aftercare,Can One sleep on my tattoo?,Try to avoid direct pressure on it during early healing.
aftercare,Cost fragrance - free liquid ecstasy required?,"Yes, fragrance-free soap helps avoid irritation."
aftercare,Is fragrance - free scoop required?,"Yes, fragrance-free soap helps avoid irritation."
aftercare,Be fragrance - free max required?,"Yes, fragrance-free soap helps avoid irritation."
aftercare,Is fragrance - free scoop expect?,"Yes, fragrance-free soap helps avoid irritation."
aftercare,Is fragrance - devoid soap call for?,"Yes, fragrance-free soap helps avoid irritation."
aftercare,Embody fragrance - gratuitous soap required?,"Yes, fragrance-free soap helps avoid irritation."
aftercare,Be fragrance - free application required?,"Yes, fragrance-free lotion is best for healing tattoos."
aftercare,Personify fragrance - free lotion required?,"Yes, fragrance-free lotion is best for healing tattoos."
aftercare,Is fragrance - free application required?,"Yes, fragrance-free lotion is best for healing tattoos."
aftercare,Is fragrance - barren application required?,"Yes, fragrance-free lotion is best for healing tattoos."
aftercare,Is fragrance - loose application required?,"Yes, fragrance-free lotion is best for healing tattoos."
aftercare,Is fragrance - gratis lotion required?,"Yes, fragrance-free lotion is best for healing tattoos."
aftercare,Rear I go tan after a tattoo?,Avoid sun and tanning for about 3 weeks.
aftercare,Can I choke tanning after a tattoo?,Avoid sun and tanning for about 3 weeks.
aftercare,Posterior I function tanning after a tattoo?,Avoid sun and tanning for about 3 weeks.
aftercare,What if my tattoo receive dry?,Apply a thin layer of fragrance-free lotion.
aftercare,What if my tattoo develop dry?,Apply a thin layer of fragrance-free lotion.
aftercare,What if my tattoo get dry?,Apply a thin layer of fragrance-free lotion.
aftercare,What if my tattoo gets ironic?,Apply a thin layer of fragrance-free lotion.
aftercare,What if my tattoo stimulate dry?,Apply a thin layer of fragrance-free lotion.
aftercare,What if my tattoo gets wry?,Apply a thin layer of fragrance-free lotion.
aftercare,Make tattoos rat when healing?,Some light flaking or scabbing can be normal.
aftercare,Serve tattoos scab when bring around?,Some light flaking or scabbing can be normal.
aftercare,Cause tattoo scab when healing?,Some light flaking or scabbing can be normal.
aftercare,Do tattoos blackleg when bring around?,Some light flaking or scabbing can be normal.
aftercare,Do tattoo scab when healing?,Some light flaking or scabbing can be normal.
aftercare,Can 1 blame off scabs on my tattoo?,"No, never pick scabs or peeling skin."
aftercare,Ass I pick off scabs on my tattoo?,"No, never pick scabs or peeling skin."
aftercare,Can I pick away scabs on my tattoo?,"No, never pick scabs or peeling skin."
aftercare,Can 1 pick off scabs on my tattoo?,"No, never pick scabs or peeling skin."
aftercare,Can I pick turned scabs on my tattoo?,"No, never pick scabs or peeling skin."
aftercare,How do I forestall contagion?,Keep the tattoo clean and avoid touching it with dirty hands.
